Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:33:12', 'RELIANCE', "Anil Ambani's Reliance Power to raise ₹6,000 crore via QIP, FPO; ₹3,000 crore through debentures. Details here  Mint", 'https://news.google.com/rss/articles/CBMijAJBVV95cUxQUzlDYk5XcTI2Ql9rSTdvSlV6V01DN25xTW9JUk42X2tjWnRpNEtENnBIcmFaTFQ5T0E4M0UtWTJkTXh1VV9laDJjUmFzWkFqS1JwRFE1bzFnUDdfdXJIYkpkeXhXNnVqdnRScWRFejlFcTd1Szl0eGVDQjk3eWh5bDVXaXhpSjRKbXl3V3NSb1UxZ1RfbHVsX09kOU5RLXpDV19Pcno5bHVTZnlRU3RKZkVja3dXU21KZHJPdWpZTHVQTTBPWWtRNmtPbkdfTWR4Sy1ONmt2ZzNFTWVIb0ZNb2NlbXBsT1E3VFdTa1lHaHg5aVFCMXdEMHhHNDc3TnluT2dya2ZPOUcxUGd10gGSAkFVX3lxTE5tZk02ajBJWGVjamNITGdHQzlWQTRKUjdTREc2Z1JkU21oSHprWnFPMTZSRHN1OTRDY2pzQzJtX0wxeXpIejhGLVBuUi1nZE9UeGZmYXdqc0x3T1NjRHNjaVNFMUt2OXVORDdNYmh2bHVHNnlCM1Nha0VHQ2NlNFVYNHhKTmdkMWxPNGhScDN0NDd2Y0ExdC14M2ZxVHpldmZES195NTZBYnY2a2ZqZ1prWjZEUVg2QjV1bVp0UlFMMjZLWGV6VXhjZ09VcVZvQWJKVHROOHRrZzZmMnZjV2RpMHlpc2JzUUtJV0dRdlpGdzhwYlV3clkwdDU5QU53bmczU2h5MmVhM2QtY3JqZkN1QlE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:33:48', 'TITAN', "One-Off BMW R 1300 R 'Titan' Motorcycle is a Custom Beast Built to Burn Rubber, Complete with Nitrous  TechEBlog -", 'https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBrRmltb2Nfa2lZeUp1ODU4dXROelEzbEI4NEJrTFJLTmJ6X0JYcVFLY3gxSDIxaEphblAxbm8wUXo5ZlRZNmtTRW5TLTVwSzBOcmdtNkdsYmpPWkNvdnctRzZrMTRRZWs?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:34:23', 'NTPC', 'NTPC, NLCIL get ₹27,000-cr green push as India hits 50% non-fossil power milestone  BusinessLine', 'https://news.google.com/rss/articles/CBMi3gFBVV95cUxORkhjdEw2UENGT0pnRkx6ajd4ZHdCYmU0UFVQZEFWb0tGa3Rua2FwNXR5aEU5WGMwVTVYSF9EX2VKYVNCUTBsRWZWeHVhQkNBN1h0MGF1NWVIWTFmTkF1a0ZhbjV0VXN5ak9Gd0JtLVQ1ZnJMeGNpaGpqN2lidU1rU1FrZ1gyMHZwN1JIMnlMemdIOG4xQzlTeXJyaUdWOEVBZk1sN3hfWnBFYjFaWkxBZHJ3MmFwdjh5cENPVVcwRWV6eGZ0a2tKQnp5bDZyR2EwUXZteUd6NllsMXRKWVHSAeQBQVVfeXFMUGs4Slp5RXBzczl6OF9CVWk2eUUxTkgwMnE4TXZwLU1wTjV4MEFXTTVDa3Q3bDBuZTI2eGtjVmRLOEVUT2pTY3lISklBYURHYWNpenZFd1lqaEdYdEt4V2JQXzZqQlhKb1p6aXh0emxNLUNIQ3VYRzFfd2hvNUFOWGh1U001MWY1ZUdfVDhMWVNkQmVpRkRaR2hPUGhBQ3JQZ3VscG04YmtkZlRJOW9wNE8yMG1XcnpnNmxmZkJ5WTVrdms1c1Q5d0hBeHotQkNuYUptaC1aUThGMlZNbjIxWmhiSVVE?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:36:32', 'M&M', 'VDOT to pay off $36M in toll debt for drivers of Midtown and Downtown tunnels  WAVY.com', 'https://news.google.com/rss/articles/CBMiwwFBVV95cUxPNHliV2wwU0xlcjhPeDBXWFk0OU12Mzl4X25jbERwamVrRzZOMW85aXhObzBaWU1CdEdPWjlNQnNMMVhxejE2UTNrdndENmNpcGxyTjZXcS1pdzd0VXlvaFp0UzFDWVhoSmVpNGQ2dnF0aTh1VmpDc2hDNFo4ZV81dDkzdWRUcDFiTXA0QWZ2bktNLVhwTWVORG94RnZOMks5LU1BaFJnZXhLd3djWERmZGlJNmRkVTRwWG9rd3hSWXAyRFHSAcgBQVVfeXFMTmtLd0w0aUdoMjNkLW4tenB5WFYyN0FqZHpJaW5IMl9jeDhuQVhhYnNkZVlGWm5oQ0JiNzN2cWlqZmNmaTd3SDE2b0NyMjR3MWFBZkxFRGVYQ3JwSF9YdGtUMlF0ZG16dlpMbHFWOTd0bGlra0ZiYlM5X2pmQXItdzFTYkc5REpvS2prbDB1eXppR05EX1pacFMxdmVsVGFIYkRmeS1hMU1BdEc0WVRhc2pDcWdpd056MzRNbHV0UmFxMHUyaXZMWFU?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:38:05', 'TCS', 'Dividend Stocks: TCS, Anant Raj, Piramal Pharma And Five More — Last Date To Buy Before Record Date  NDTV Profit', 'https://news.google.com/rss/articles/CBMiyAFBVV95cUxOUkJ1NG1ZWmYwVEFHVWo3RUdac3NJSnljX3pCWTlIbGhQdTJfYU1QektmWENvckFXQ2ppZ3FNdVdMU1NpVWpjYnJfSzlnVUlLN3NnVE1UTVBRRmRfdDE4c0ViV2VlMUp0eENUU2l6T05BRjNkRURIMXFZRlpONEhjc3NxN2VBWFhGWGY3VDBlNFRVazFBa2tPZ04wM25FR2JxalVYLTNvUHhPOGVmYUVfZXQ0LTJxcWQtbDlhLTdraTBfVjluak9MLdIBzgFBVV95cUxNMW81d24tdm5CWkU3bUNBNjc5LWVvMTRQX1dhakpmQlRpSy04aW5zdEJmcm9ZYURnM3RQTTNWLVpFS25JVkd1cUgwdE02ME9IU3RBOUExemk0OU0yWXFNc052ZHI1am9GTXVhWTRMNmZPMUlpaFVxUTV2SUhoYnlZRFZVWU5CNjEzdGNqbGw4QWdEZ21ESjJWVU1jWWs0RGJULWxJeHFaOF9yLXA2UmkwYnNNOG1EU1VfRkRaczhKUzdLRWE4UzBpQUFoYk81Zw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:39:07', 'M&M', 'Ex-Waymo engineers launch Bedrock Robotics with $80M to automate construction  TechCrunch', 'https://news.google.com/rss/articles/CBMisAFBVV95cUxOY21aMjhDc2h0RktxWUdHbzUwT0pkR29iYjVKMERMeXR3eUNyWTU5ajV4eE1VQXo4SC1BcDJpTGM5NUZkQUJlcjRRUkdqZ08wZjI5Vnhnd1RnZGVNV21aeWdXbHgtazRDZ2pWRWoxZDlLSUVFUnJLRXJ5YnFvYjB6ZElfOUJ5UF84c1BoX0VTd0w2RndtOHZxU1d5ZzZqVnp4VHpWNWExRTNyN0NiNXlKZw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:43:35', 'SBI', 'SBI on mega fundraising drive: To raise ₹45,000 cr in debt, equity in FY26  Mint', 'https://news.google.com/rss/articles/CBMi8gFBVV95cUxPNU1HbVRyQW9ycnVCYjU0WFIyZUdNSHMwM3g4RS1QekF2STB3WVl3cXc4cHNMTEZpMWU1N2FRX25oTHhyN182dGFpbmdLOEdFN25ObTlMQ2picmZtV21DM0NlemxoZ1hqd2poQzBORGk0ajJFWlNfRkIwcDdEQjhHZFF2R05SSjJBM2Q5TExQS3FjR1JTOUE5cGdWbERXc04wcF9UZkM5eDhwRl9URjJGTzV4NUhMSTNnWXhkb211c3hULW1MbDRuNXBsY0gyTHJhV0RQUG5xTXNqMmxHaDhMQ2hRSXljZjVrT2F3b3BQMDZud9IB9wFBVV95cUxNb1doTGgxekdQb2hoQmRKRmsxa0V2d1ptQ1Fjb0dIYVNnaHJlTTZFTjRORExoTFZnWWpmdExGeTlVOVo3Zi1acGc1WWdUWXhOUWhXRmFxVkcwQzMzblNNUVhFT1E3ZlZsQ0t3VUhiZDBCN214TEd6eUFDT3pRS0xocFNxMDRZYUYzX0NXbWVRMmhxeVdjdWZudDIyS1hocElLOEtOT21mcUxWQmRQS0dKa0pjOUhNWG4xWFEtMzlyLWYzMmdvRUU3VWcybUlSQk55aU5DQWdRWWl3cHFhMzZmNjZQSU5CSmFJcmFUVkdNMWhTYW02dlNz?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:44:08', 'LT', 'LT Foods Opens Organic Food Facility in Rotterdam  Rediff', 'https://news.google.com/rss/articles/CBMiowFBVV95cUxPLU4wbGVkRE9tZVFZNTNULTR3OGZtOTQ1Q3VqMjQ3T3BSSXdPdHJEa1JFMjdyQ2IyZk50dmxqcU0xbVJPbFE5aF84bE1jZ1hWN3hkVUdHbDFhdzBVN21Tc015V0Z4Wm1tVkJhUmRUOGp5SUtLb29iNVR6eUUzcXFJMVcwYXRoWlBYNjdmeE94LTdTYWpCYjhSYjhyWVRQcmZwRTdR0gGoAUFVX3lxTE5Rc0RxSFY0alFZbmVESkY4Sy1aaXZhWE9kd3U0SkhhQ3Y4RkszWFctRHFydG96X1plSkRxQy1MUkp0Nmo0TjBtOVdRSHBGSG1oYTJ3QjhIMFFBMUg5M0tqS3c5d2tuUjBiSlJNRk1PeGxQVVY1UEdXT1NIcWUzNURwc0VsWENBdmZ4YzQyblRkWURBbzZXaVJlQ3YyLXNIYi1DN3dqd0JZNQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:47:47', 'NTPC', 'Govt extends NTPC CMD Gurdeep Singh’s tenure by one year till July 2026  Mint', 'https://news.google.com/rss/articles/CBMizgFBVV95cUxPVzlEZmJybTlJZ3c1b3I3VnhaZlViWnM4N05GbGU4YjNwZVY2TjFVc1RlT1hTd1RaSHh0elN3UC1PWWxXSTFzRXlvY1ZqOU10eUowcWliS1BkWWxSWmN0T0lRODl2a0NPYmsydWU0bHNCMWlxaXB0VXpyWFBwMFpncjNNWFVDWEkxdW15QUM4eHlMNExQLU1ZQTZ6Q2ZNMnhhamFHdS1tY1ZBUGdEZ1lVR2lOdlN0eThKM0x2RXBTdEVaNXljSW94THQ1dUN3Z9IB0wFBVV95cUxOR0t2UFZwYzFsQTZhMXNKSHFlbVRibTdPMXRZV3ptVlE0U1d3LXp6Z2paLV9DTnNTVlZRRmxtV3RqWUxZTTljdmNuSXA2R1ZYUVpFTHc4anpBWVdGblFfcVEtSFFlRk5JdThyX3FfUkVLNDZ5VkVwbWlCcTVzampRRFVzQk5YRHBhRWhsWUh3Mlo2OFJnTmpxeVNJM2stalJ2S0lYT2swT2hzUDAwS3dReVJneVcyaHV2aEUwT0poUHk3d0JBTkhNX1dHb2l0Rkk1ZzFr?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:50:45', 'TITAN', "Titans 53-Man Roster Projection 2025: Chig Okonkwo's contract year, the truth about Josh Whyle, surprise roster inclusions  A to Z Sports", 'https://news.google.com/rss/articles/CBMi_AFBVV95cUxQd3pVdzR2N3d4WmctMW9YRUkwbVlJYldsLWxOZWVTcW9adEZTNmlRUjAxWWsxQ3hRSDljQi1tRTVTaTlBLW1vVXl4NkozaDVjRmlwQ2VQdHJqMnhIajNoNFdaOTJSUzNJdVRPY0V0Y0x0Qkc4WlNIX0lmS0tNbTBvTHRWLWRlRUR3WEpVdUtCRFN4c3JvaWw2R0U4OWRXYV8tZGpWR003TDR6ZlRBakNJQTdvLXVmUEVWTmJqNlo5R1lvYUxLZWFIOTBWSDVqSUNHRWFmQnZjWThvMGdaSmJVTm13RmFzVmo2TTlSbVlVOXo0Sk5odk5CSHNOM3Y?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:51:19', 'M&M', 'Rolls-Royce invests $75M in South Carolina engine plant  Manufacturing Dive', 'https://news.google.com/rss/articles/CBMisAFBVV95cUxQMWxxczE5dXZ1VWlfTzR5RElMNjhoMC1oMUtwOW5ZTUdYU0ZlbExWNi1tclE2RjQ0Qld3bTFpSlN0Q21fU0NXWVZrSXNXbGZ3aVpNV0FONU1KdTdPZGNjMklHdkF0ZlYteENhTDVvNjhid1dkZmUtdnI0elU5TG9pYzNKYzRoclFkNWYtaTFYQlBXUktLakVkUGFFWFdZMGkzZjVKOEVoUk5vTi0yaEQwWA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:52:00', 'RELIANCE', 'Reliance Infra, Reliance Power boards approve fund raising of up to ₹18,000 crore  The Hindu', 'https://news.google.com/rss/articles/CBMizAFBVV95cUxNR0o2RzBTUjRGWm82VDRSSkloaG04Z0puU2JsX3dkNl9CQTJTX29KcnJqWDlZVVREODRBOWtRS0NSN3lqSll1NGJXVFVwM1BLUG1LbFFZRFU2M0IzYk9GcThUMkM4clZkZldXUG5Zbkkxb1QyeEMxU0R1UlVSWS1PRVN3dlBiZUdkdF9BdVJEN1VyZzhvd3hZbVM1bzkycTRXb0E4V1hmX1poSWgzRC1zbFRIektZMkFkaEFsYzY2QXdQSlFJZE0zQnZxcznSAdMBQVVfeXFMTWhicFRFMWhycG93Y0R5NVY1ekZNQ1p4VnRkT2ZPMHpLbG4xV0FNcXNhNWgwV3NZTDZ0bVFrNXVidlFuY0lhRU1hUm9qN0ZSb1d5LUhEQzdxd3Q2RHBpWFRzMFNfUHVhaGt0Mk13QTJnN3RlZTVvMW50N0RXUjhFRVRsTTNVT3BaOHRDblVsQl82OGc0V3ExOEZ5WGRpX1RqX090N2I5VVJoSlR1WThtM3N5ZWw2bmEtU3Y2RUg3VjBoenY4SXJPZ1VhclBqTm9sQjZERQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:54:00', 'SBI', "SBI confirms searches in Hero of Ukraine's apartment  ukranews.com", 'https://news.google.com/rss/articles/CBMikwFBVV95cUxPaGVVM040ZlJUT0YwZm10NENPRGVmU3FIYmpOb18zc01mUFpwQWhCWm0tZHRlUkdlN0pWSWdXUEY0bHMzczBNd3VfdTJJVDRud0lZNU8ycjhPY1VfNEt5NGV0SGI5Ulh4c0lZTXI5ZkdpM0VIUXVTRERoZDh5ZGc2T0ptMkJrUG1hZHVBakxZU1FxRG_SAZgBQVVfeXFMTlg3X1lpUkVZUUNITEpuY0M4WWhuRkxad3ZaT2lXcGR3Wkdjd1luQmJ2ZHVVdjc2dFlSamk5OXFIa2RuNzVTT250Tm9uMzlzTnNxTGtVRWgta2VQUjdISkd6M0tjem1EWTJWOHFnNUlmN21WbGdHY251NTFQLXBvLTlkM0pheWR5OERoREpKaUFNaE81TEJ0YnY?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:54:38', 'TITAN', 'Eddie George: Former Ohio State Buckeye, Tennessee Titan turned college coach  The Columbus Dispatch', 'https://news.google.com/rss/articles/CBMizgFBVV95cUxOVWU3S09YcUJlck1mQ1pSal9SSFBtZWF6MXRwbERrYUxHS2dXTVdjRnVkR3lIbHRtUW5OUFZhNk5IM2tSNm82eFB5YzNOTlYtRVdKdEN3Zl90Y0hLREZzUWJMdE9KaXU0M2EtVE9ydFRVXzVRaUdLUlBnUTNybDJqVGVpaTZJWE4ycGpCTFljTGVrS2RkdllTUUFRdTFPVFJiVGJ3NlZja2dwVWswd1E0bTc2S2o2cUtOT2NYbTJXc3JmcWgwU0FOUHI5N3Bzdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:54:50', 'ONGC', 'Bombay HC Dismisses ONGC’s Appeals, Upholds Rs. 160 Crore Arbitral Award to Jindal Drilling  LawBeat', 'https://news.google.com/rss/articles/CBMixwFBVV95cUxQT2l4dXN2OWtIbmEwMF8zM0VnSjZ2VEJxR0szbDZ1ZHYzazkyVlpmU2JWVzRVUl9faTNCUHFsdU5RWktaM3RIdXpSTEhNMDZqNjZwODdBQ29wbGlQc2FaSXFrak9EMndYWTJ5TV9meF9KM1R4TEpMek9fTmUxNlNoYU1sMGhJNU1xRW81MHZQLWpSYmVIM3ZjbmtlQmpaZEpQXzFHYmMzdHZuQlBvWDZRRGtGWE1KRXFKRU5mbTZaSXB3WV9FTE5F0gHMAUFVX3lxTE1rVklqaVZSbTc2Z1hLMVpudGZVQldGUlVTRVhQNk9idFJtV3d6TTRoUzI5Q08wdTg1N2x3ay1jMW13aEdMajNhcEY3bFNUTklNajVNUWtiUHRQZk9uTUt0eVRhTnJTbkRrY0NPV0Y2a0FFX0JQYmRTSzM5cnRIMnFOUEx2UFA1TlQ1Z3hIbjBhTGVpSG1tWHJqN1BwcldvclFUd05UOW55QjdERGozNXA5cFZONVpsNU1wR1ZHN0x2U243SS1lZEpzLXdDMQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T15:57:19', 'RELIANCE', "Anil Ambani's Reliance Infra, Power to raise ₹9,000 cr each via QIP, NCDs  Business Standard", 'https://news.google.com/rss/articles/CBMiyAFBVV95cUxNYU9EWUwtTHVOeHltaThvM19QS2pDS3JFTFFmdmg1ZVFvQkVSeHNZd1U5VkphaDd6R1pocld5SU44MmNxb2NyOXppb3ZxektaUXFEOTQ2QWUwYWhfYkJqWkltX00zUjhQMGZVdmtUaTBWMk1JTG5OVU1IaHMtWjllT0Zyb3g4bjlYTW41dElFbEFtTjZwSDNLY2h2VjNra1FtMDZPMm0zTVJzN3pQS1BfMmNpdlhVNzZmWEpQbzg2QVQtNDk1NGJiUtIBzgFBVV95cUxQd1ZIczJkU253bWtZSUZJVC14SFVrRDlmUlVibG9aWkNHczVGRXI5V3NPVVRfYTA2eGJwRHMtRUltUDhHWHNhS3NHZ00xNzVTTWVhVk9KNEV2bnpnenhoM1EzcEtyVGlyZDRVODZUV2xhSjg2bDVNUk45bm9YYUQ3T2N0dEFKWUF6Z3hEZVNaZzBzb1B0SWZYMEpwWTZaNkpaUVRoeWljUWtPb05JSlNXazY4UlRpcm0xbjgtMFBpWmdlWEtEQy1DeTNxMzBxdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:00:00', 'M&M', '‘Superman’ Production Pumped $100 Million Into Georgia & Ohio As Man Of Steel Spread The Wealth  Deadline', 'https://news.google.com/rss/articles/CBMimwFBVV95cUxPTXA1SVA1ZkxISFVUT1czcDZMbjlKZXprbEtTRjkwWXZudkdMSXZCSFR3NHpsaWVNamNuX2pKM1VVOUhrZ0dKdlRERlkyc3YzaFdPUjRVb1RlaUEwRFRoRzlWOEhWT2Z3bURqUHVjOXVPcUNLMG5leEpQR3h3LUQ4dkQ1WkZrYWFTN2l3dlRWelM0ejVsenlweFJRVQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:07:01', 'CIPLA', 'Cipla’s Asthma Study Completion: Market Implications and Insights  TipRanks', 'https://news.google.com/rss/articles/CBMitgFBVV95cUxNTHdjU0NMVUpqUjJ2TUxqVjFJX0t0aDFFT09iZmRvaVpQeGxhYmZnYlE2aV91QlVxUjdOODR3ZTU0VFJBcDRqdVVjUzNQaUhVV3lCcHN3THozaFZBbDUxV1FFVE12ZVNEUDVIb255ejBGRUJVaGI2U25CbFlCc2lINmhGbXRmdjdrX2JrT0tjSk5OQ2dBR3dZRjNuZ2dqQWNOOEdfZm5nNThnSGdwRFhKSnFlNGdOUQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:07:54', 'JSWSTEEL', 'JSW Steel Announces Analyst Meet on July 18, 2025, to Discuss Q1 FY26 Results  Moneycontrol', 'https://news.google.com/rss/articles/CBMi6gFBVV95cUxPY0NlbFZTV1Jra3hMbWtESVNwLUx4bmtEVzFYMDRTdDFlakljRTM5THZTSlB2eDVYSzNfVDJUZDc1NWU3cU9FbVFzVVNLZDFpX01xbnpuVTZOcVdqZmpBVS05eFExQlhxZFBuSGxSWTBQNThmeEdYTU5DVW5vbDRPZlA4X0RES3daS3RYOXRRQmJILUxwRER0WlUzY3VORUdZMXhDRDI1VkhEaXNrem9jYnNJXzZSbkQ3S0hpdXJDNDMya3NKYnRFRmc3UHNZYzNFYk9oRVRpWFlhV2VSTDVLWW1xNzFOV3RRZ1HSAe8BQVVfeXFMTk9pdXRFcHFSdDdrazVKRlB5Z3hYX3FOTGZ3Ul84SHpLMlRhdTE1cjdONy1yUkdBMk5uV3FsQ2hKemVncTI3SW1jUWZfSTRzc3ZoWG9JSHB5LS0xSWdwTEJNa3RQbmtUdl81SElJOGJVYWtwbWQzYUJDdkw2TkxHRGZNdXRzLW94WVQ2dllDV3NXTlNSRHBEWHBhYlNybWNDTnpfTU1VNGptRlp0NEhIWFE4Mmt2RXBWLVEyYWlGb0FLRkN3eUVKQV9HeVNWOWRId2xDU3RMRXpQNDVHbzJWUlA4cFdOOFM5X2pBLXFMY0E?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:12:54', 'MARUTI', 'Maruti Suzuki to standardise six airbags in Ertiga, Baleno; prices hiked from July 16  Business Today', 'https://news.google.com/rss/articles/CBMi3gFBVV95cUxPM3p2QmEwQzl4bzRwM0Z3clZEYjZRRkxuRkJ2S19WVTdCNXh6TkQ1NmFzN3VwM1JnbnRTdEFwNUptM0xKVEZYVkc3MXNzUzk2N2I3VGxyOXF0T3lEQmRoNTZJcEFpTWRpV3otYmdlaFB5Y0xBbUNjaWt1Y041a2k0ZF9YWnBPY093a0tubFhrRUdyX0tGWGE3N2tyZzh3ZDhhcG5ldkZURjVLREFQa0hfQUZFcmxvUmo3aXhQamJKMV9ZWjN3Z09mR3hRbnYxUXk0UlNvVGxSRThZYUxTUFHSAd4BQVVfeXFMTzN6dkJhMEM5eG80cDNGd3JWRGI2UUZMbkZCdktfVlU3QjV4ek5ENTZhczd1cDNSZ250U3RBcDVKbTNMSlRGWFZHNzFzc1M5NjdiN1RscjlxdE95REJkaDU2SXBBaU1kaVd6LWJnZWhQeWNMQW1DY2lrdWNONWtpNGRfWFpwT2NPd2tLbmxYa0VHcl9LRlhhNzdrcmc4d2Q4YXBuZXZGVEY1S0RBUGtIX0FGRXJsb1JqN2l4UGpiSjFfWVozd2dPZkd4UW52MVF5NFJTb1RsUkU4WWFMU1BR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:15:16', 'TATASTEEL', '- Port Talbot kicks off green steel project as 5,000 jobs secured  DPA Magazine', 'https://news.google.com/rss/articles/CBMisAFBVV95cUxPYms2VXg5em1FSHd5T1R1V0tkVFNaVXdlX1J3WHk2MUZIenF3aEwydVpOVnp2bm4wVmdpQlhlOXVXZDFUZjh2eU03S0J2aU5DUFluTTdXaUtBd25TbnRoNloteXpnSHk0aU9aX0hsOU1nS0tjanB3TlpLVnJKNWU4VW1weEJvNkt6YUl1M2dHYTBHeWlsSVU0U1JtRXBFb2VVbE9jQkI2cVlCNGpiTWdVSA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:17:20', 'NTPC', 'Cabinet boosts NTPC’s investment powers for renewable energy expansion  DD News', 'https://news.google.com/rss/articles/CBMimwFBVV95cUxNQnNsMmtuWF9MOHJjU2tjVUFmN1FzV2t1TzN2U1JBYm5jY3cxV1R1V3ZIbEE1anBzc2ROUzhjLS1CeVJ6S25tdHY3RVd4Zzhwd3JNc0VZaWZydVMyamtjX2Y2V1JaUlZtZ0pzREF4aXVoRTJMa3JmLXZsTG4tdTcwbV9KZkZDV3IySXVjY3BlNFRLYklzYlhlUThWNA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:19:00', 'SBI', 'SBI: 16-year-old boy killed outside Windsor Elementary  WITN', 'https://news.google.com/rss/articles/CBMilwFBVV95cUxPaGRRQmNRa1pva3MxTjNlbWFlTEY1MnpMM0picmFjZ21HeUF2cnZnS3U0ZE9xV0NnYndIanZ3SFVMUHk0TjFITlRPLTdveUpIRHAzVHlnSTdtWWVVb05ZM19XNUpwNllKeDJRNzZSbzVMbmlSN19MMmFiSkdzSmo3N2JiYjBjdC1wTm5hWDNOdHNZTXBRYmpF?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:22:31', 'TATASTEEL', 'Tata Steel eyes hydrogen-ready steelmaking at Netherlands plant in green push  BusinessLine', 'https://news.google.com/rss/articles/CBMi3AFBVV95cUxNRlg5YzNISlZEMHZ3QllxbktMMUtDcnE2WHhSTTlWWUJDUHF5dzZERVk2SDI3T296Q1IzNzEydXMxaXZxajQ0Sml6RGx5a1R0WjI0bnZ5LU1ac3dseUNGdmJJZ0hTbXlxNGlhaG9Sang2ZkI3OTF0TTlyTWdVVXZCU2hWMlQ3MHNyUHl1eVJIUWRVbDRHUmNIMXl4TGlaN0NWS1RmTVMtaVJITlV3bzloWkM3cnNwZTZPVEJxeFA5WjQzWlhBaUJacjBwczJPbnRnUXpaX2JsZHo4TjlH0gHjAUFVX3lxTE80bGpkSUVDMU4zOVNBTzhzUWJ4UXFKMXVXU2NDVTNGV0dxaTNobUNSM0ZLcTlPU3hNUUhabDRSTFMzdDVPc2NaNS11dGl0S1lfX3Nic1NSR1JERVhJa20wX0VTNXZXandIam9kLUZyT3p5OXN6SFNqMVZSa3UwbERCNV95UmhSWTZ1dk03Y0VoY1g5NnJzNHUwVVF1allaQlFvWVFLclJhUzlHenhuMTk5cVVFM0hvVWw3UXlnY3J0Vi0zZUNQY1lQbDZjdDZpODZCOHRTVWhyeFNQZkxwRXctMnpB?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-16T16:22:50', 'ITC', 'ITC Hotels Q1 net jumps 53.4% to ₹133.71 crore  BusinessLine', 'https://news.google.com/rss/articles/CBMirgFBVV95cUxQTFRxVmdnZjdPcXdXNVpRRl85ME9MVG5iMG9VVjRmc2ZiLVdQNEJrRnRtSU5LRHNSWENxV19hT2pFMjZhQXJxZG52dmViTFFia011eWdpTkRKQXM2YnpjRU1RLWxBdW1IWjJ1cFIxeXFtVWZvTnFkMjR5aGZ3YXRRU2psaXdKd1JHX2J6bGYtcndUYnhTS0hMRUxTa3Z2YURhcERFR2pzb1N1ZnR5N2fSAbQBQVVfeXFMTzBqM1lzZV85aGl4OUdxcE9qLW1GaHowcGpzMzhLMVpVUDNPcDlkaS0tZWpmdmdqR0J6a2s5NnN2dkRBY0lVYmxTd3hJRzNvckJXZ2I0eTBpT1ktc0xacFN6bEpBU19nbGlpclIyZ1E5bkhONDMxb1Y2UW9sTFZFSzVBaFZQbnpJQ1FzR09WcWRVcFk2TkY0dkF0TmVYZUdURUkzTEFjdW8zU3d0MHNSWUxrQmNi?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
